id,target
749,1
750,0
751,0
752,0
753,0
757,1
758,1
759,0
761,0
762,1
763,2
766,1
767,0
768,0
770,2
773,0
774,0
777,0
778,2
780,0
781,0
783,2
786,2
787,1
789,0
790,0
791,0
793,0
794,0
795,0
796,1
797,0
799,1
800,1
801,0
802,1
803,1
804,1
805,1
806,0
807,0
808,2
809,1
810,0
811,0
812,0
813,2
814,0
815,0
816,1
818,1
820,0
821,1
822,1
823,0
824,1
826,1
827,1
828,0
829,1
830,0
832,2
833,2
834,2
835,0
836,1
837,0
838,0
839,1
840,0
841,0
842,1
843,0
845,0
847,0
850,0
851,0
852,2
853,1
854,1
857,0
858,0
859,2
861,0
862,2
863,0
864,1
866,0
867,2
868,2
871,0
872,2
873,0
875,1
876,1
877,0
878,1
879,2
880,0
882,2
885,2
887,0
888,2
889,2
891,2
892,1
893,1
894,1
895,0
896,2
897,1
900,0
901,0
902,1
904,1
908,0
909,1
910,1
911,1
913,1
914,1
917,1
918,0
919,2
920,1
921,0
922,1
923,1
926,0
927,0
928,1
929,2
930,1
932,1
934,1
936,0
937,0
938,0
939,0
940,0
944,0
945,2
946,0
947,2
948,0
951,0
952,0
953,2
955,1
956,1
957,0
958,0
959,0
960,1
962,0
963,0
964,1
966,0
967,0
969,1
970,0
971,2
972,1
973,1
974,2
976,0
978,1
979,0
980,0
981,0
982,0
983,0
984,0
986,0
988,0
989,0
991,0
994,2
997,2
999,0
1001,0
1002,2
1003,1
1004,1
1005,1
1006,1
1007,0
1008,0
1009,0
1010,0
1011,1
1013,0
1014,2
1015,0
1019,0
1022,2
1023,1
1024,1
1027,0
1029,1
1030,2
1031,0
1034,0
1035,2
1037,2
1038,1
1039,1
1040,2
1041,0
1042,0
1043,0
1044,1
1045,2
1046,1
1047,0
1048,1
1049,0
1050,0
1051,1
1055,0
1056,1
1060,1
1062,0
1063,2
1064,2
1065,0
1066,1
1067,1
1070,0
1071,1
1072,1
1073,1
1075,1
1076,0
1077,1
1079,0
1080,2
1082,0
1083,0
1085,0
1086,2
1087,2
1088,0
1089,0
1090,0
1091,1
1094,1
1095,0
1096,0
1097,2
1100,0
1101,0
1102,2
1103,0
1104,1
1105,2
1106,0
1107,0
1108,0
1110,0
1111,0
1113,0
1114,2
1117,0
1118,2
1119,2
1120,1
1121,0
1122,1
1123,2
1124,2
1125,0
1126,0
1127,1
1129,1
1130,1
1131,0
1133,0
1135,1
1136,2
1137,1
1138,0
1140,0
1143,0
1144,0
1145,1
1146,0
1147,0
1148,2
1150,0
1151,0
1152,2
1153,0
1154,1
1155,0
1157,1
1160,0
1161,2
1162,0
1164,1
1165,0
1166,1
1169,1
1170,1
1173,1
1178,1
1180,1
1181,0
1182,0
1186,1
1187,1
1188,2
1189,1
1192,1
1193,1
1195,2
1196,0
1197,1
1198,1
1199,0
1200,0
1201,0
1203,0
1204,2
1205,1
1207,0
1208,0
1209,0
1210,1
1212,2
1214,1
1215,1
1219,2
1221,0
1222,1
1223,2
1224,1
1226,1
1230,1
1231,1
1233,1
1234,2
1235,1
1236,1
1237,1
1238,0
1240,1
1242,0
1243,2
1245,1
1247,0
1249,2
1252,1
1253,0
1256,2
1257,0
1258,2
1259,2
1261,0
1262,0
1263,2
1264,0
1266,1
1267,1
1268,1
1269,1
1270,1
1272,2
1274,0
1275,2
1276,1
1277,1
1278,0
1279,0
1280,0
1281,2
1282,0
1283,1
1285,1
1287,0
1288,0
1289,2
1290,1
1292,1
1293,0
1295,0
1297,1
1298,0
1299,0
1300,2
1301,1
1302,0
1304,0
1306,0
1307,1
1308,0
1309,1
1310,1
1311,1
1312,0
1313,0
1314,0
1315,2
1318,1
1319,0
1320,2
1321,1
1324,2
1325,2
1328,0
1330,0
1332,2
1335,0
1336,2
1338,1
1339,1
1341,0
1342,2
1343,0
1344,1
1345,2
1346,2
1348,0
1349,1
1350,0
1351,0
1352,0
1353,1
1354,2
1355,0
1356,0
1357,1
1358,2
1359,2
1360,2
1361,2
1364,1
1365,1
1366,0
1367,0
1368,0
1370,0
1372,0
1373,1
1375,1
1377,1
1380,1
1381,1
1382,2
1385,1
1386,0
1389,0
1391,0
1393,1
1394,1
1397,1
1398,1
1399,0
1400,1
1401,1
1402,1
1404,0
1406,1
1407,0
1408,0
1409,1
1410,1
1412,1
1413,0
1416,2
1418,2
1421,2
1422,0
1424,1
1425,0
1426,1
1427,0
1429,0
1430,1
1432,2
1433,1
1435,0
1437,1
1438,0
1440,1
1441,0
1442,0
1444,0
1445,1
1446,1
1447,0
1448,0
1449,2
1450,0
1451,1
1452,2
1453,0
1455,0
1456,2
1457,0
1458,0
1459,0
1460,0
1461,0
1463,0
1464,1
1465,2
1467,0
1471,2
1472,2
1473,0
1474,0
1476,0
1477,1
1478,2
1479,2
1480,0
1481,0
1483,2
1484,2
1486,1
1489,2
1490,0
1491,0
1492,0
1493,2
1494,0
1496,0
1497,2
1498,0
1499,1
1500,0
1501,0
1502,2
1503,1
1504,1
1505,2
1507,1
1508,1
1509,1
1510,1
1513,0
1514,1
1515,0
1519,0
1520,0
1521,2
1523,0
1524,0
1525,1
1526,2
1527,0
1528,0
1529,1
1530,1
1532,2
1533,2
1534,0
1535,2
1536,1
1537,2
1538,0
1540,2
1541,0
1543,2
1544,1
1546,0
1548,1
1549,1
1550,1
1551,1
1553,0
1554,2
1555,2
1557,0
1559,1
1560,1
1562,1
1563,1
1565,0
1568,2
1569,1
1570,2
1571,1
1572,1
1574,2
1575,2
1576,2
1577,1
1578,1
1579,0
1580,1
1581,1
1582,1
1583,1
1584,0
1585,1
1586,2
1587,1
1589,1
1590,1
1593,2
1594,0
1595,1
1596,1
1597,0
1599,2
1601,2
1602,1
1603,0
1604,1
1607,0
1608,2
1610,2
1611,1
1612,2
1613,2
1614,1
1617,1
1618,0
1619,0
1620,1
1621,0
1622,0
1623,1
1624,2
1625,2
1627,1
1628,0
1630,1
1632,1
1633,1
1635,2
1636,0
1637,1
1640,1
1641,1
1642,1
1644,0
1645,0
1646,0
1647,0
1648,0
1649,1
1651,2
1652,1
1653,2
1654,0
1657,1
1658,2
1659,1
1661,0
1662,2
1663,0
1664,0
1665,2
1666,1
1668,2
1670,1
1672,0
1673,2
1675,0
1676,2
1677,0
1678,0
1680,0
1681,0
1683,0
1684,1
1685,0
1686,0
1689,2
1694,1
1696,1
1698,2
1700,1
1701,1
1703,1
1704,1
1705,2
1708,0
1712,0
1713,0
1714,1
1716,1
1718,0
1719,1
1721,1
1723,1
1724,0
1725,1
1726,0
1727,1
1728,2
1729,1
1730,1
1731,0
1732,0
1733,0
1734,1
1735,2
1738,0
1740,2
1741,1
1742,1
1743,0
1744,1
1745,0
1746,1
1747,0
1749,1
1750,0
1752,0
1753,0
1754,1
1755,2
1756,1
1759,2
1760,0
1761,2
1764,0
1765,1
1766,1
1767,1
1768,0
1771,2
1773,0
1776,0
1779,1
1780,0
1782,0
1783,1
1785,1
1786,2
1787,2
1788,0
1789,1
1790,1
1791,1
1793,0
1794,0
1795,1
1796,2
1797,2
1802,0
1803,1
1804,1
1805,0
1806,0
1807,2
1808,0
1809,1
1810,2
1812,1
1813,0
1816,1
1817,1
1819,0
1820,2
1821,2
1822,1
1823,2
1824,2
1826,0
1827,2
1828,0
1830,2
1834,0
1835,0
1836,0
1837,0
1840,0
1841,1
1842,2
1843,1
1844,1
1845,1
1846,0
1847,0
1850,2
1853,1
1854,0
1855,2
1856,1
1858,0
1859,1
1861,0
1863,0
1864,0
1865,2
1868,0
1869,1
1870,0
1871,1
1872,1
1874,2
1875,1
1877,1
1878,0
1879,2
1880,1
1881,1
1882,0
1884,2
1886,1
1887,0
1888,1
1889,1
1890,0
1893,1
1895,2
1896,1
1897,1
1899,2
1900,1
1901,2
1902,0
1904,0
1905,1
1906,1
1907,0
1909,2
1911,2
1912,2
1914,1
1916,1
1917,0
1918,1
1920,1
1922,2
1923,2
1924,0
1928,0
1929,1
1930,2
1932,2
1933,2
1934,2
1935,2
1937,1
1938,0
1939,1
1940,0
1943,0
1944,1
1946,0
1947,0
1948,1
1949,2
1950,0
1951,1
1955,2
1959,1
1960,1
1964,0
1965,0
1966,0
1967,0
1968,2
1971,2
1972,0
1974,0
1975,1
1976,1
1977,2
1978,1
1979,1
1981,1
1982,1
1983,1
1984,1
1985,0
1987,1
1990,1
1991,1
1992,1
1993,1
1995,1
1996,0
1997,2
1998,0
2001,0
2002,1
2003,0
2004,0
2005,1
2007,2
2009,1
2010,2
2014,1
2015,1
2016,1
2017,0
2019,2
2021,2
2022,0
2025,1
2026,2
2027,0
2030,2
2031,2
2032,1
2033,1
2034,2
2035,1
2036,2
2037,1
2039,1
2040,0
2041,2
2043,0
2044,2
2045,1
2047,1
2048,1
2049,2
2051,1
2052,1
2054,1
2055,0
2057,1
2058,1
2059,0
2061,1
2062,0
2063,0
2064,1
2065,1
2066,0
2067,2
2068,2
2069,2
2070,0
2071,1
2072,2
2074,2
2075,1
2081,1
2082,0
2084,1
2085,0
2086,2
2087,1
2089,2
2090,0
2091,0
2093,1
2094,1
2095,2
2096,2
2097,1
2098,2
2099,1
2101,0
2103,2
2104,2
2105,0
2106,1
2108,1
2109,0
2114,1
2115,2
2116,1
2117,0
2118,2
2119,1
2120,1
2122,2
2124,1
2125,1
2127,2
2128,1
2129,0
2130,1
2131,1
2135,2
2136,2
2145,1
2147,1
2148,0
2151,1
2152,2
2153,1
2154,2
2155,0
2158,1
2159,1
2161,0
2166,2
2167,1
2171,2
2172,1
2173,0
2174,0
2175,1
2176,0
2177,1
2180,0
2182,0
2183,1
2184,1
2185,1
2188,0
2190,1
2191,2
2192,1
2193,1
2195,1
2196,2
2198,1
2202,1
2203,0
2204,1
2205,2
2206,2
2207,0
2208,2
2209,1
2210,1
2214,1
2215,0
2216,0
2217,1
2218,0
2219,1
2220,0
2221,1
2223,2
2224,1
2225,0
2226,1
2227,0
2228,2
2229,0
2230,1
2231,1
2232,0
2233,1
2234,1
2235,1
2236,1
2237,1
2238,1
2239,0
2241,1
2242,0
2243,0
2244,1
2245,1
2246,1
2248,2
2249,1
2250,0
2251,2
2258,1
2259,2
2260,0
2261,2
2264,0
2266,1
2268,1
2272,1
2273,0
2274,2
2277,2
2278,0
2279,2
2281,0
2282,1
2283,1
2284,0
2286,1
2289,0
2294,0
2295,0
2297,2
2298,0
2300,1
2302,1
2305,2
2308,1
2309,1
2310,1
2315,0
2316,0
2317,2
2319,1
2320,2
2321,1
2322,2
2325,2
2326,2
2327,1
2330,1
2331,1
2332,0
2333,1
2334,1
2335,1
2336,0
2337,2
2338,1
2339,0
2340,1
2341,1
2342,1
2343,1
2344,1
2345,1
2346,0
2349,1
2350,1
2351,2
2352,1
2353,1
2354,2
2355,2
2356,2
2357,2
2358,0
2361,1
2362,1
2363,0
2365,2
2367,1
2369,1
2370,2
2371,1
2372,1
2373,2
2375,1
2376,1
2377,0
2378,2
2380,0
2381,2
2382,1
2384,1
2385,2
2386,0
2389,2
2391,0
2392,0
2393,2
2396,1
2398,2
2399,0
2404,0
2406,0
2407,0
2408,0
2409,2
2410,1
2411,1
2412,0
2413,2
2414,0
2415,2
2416,0
2417,2
2418,0
2421,0
2422,2
2424,1
2426,1
2428,0
2429,1
2430,1
2431,0
2433,1
2434,0
2435,1
2436,2
2438,1
2440,1
2441,1
2442,1
2443,1
2446,1
2449,0
2451,1
2452,1
2453,0
2454,2
2455,0
2458,2
2462,1
2466,1
2468,2
2470,2
2472,1
2473,2
2474,1
2475,1
2476,1
2477,2
2478,1
2479,1
2480,1
2481,2
2484,2
2485,1
2486,2
2487,0
2489,2
2491,0
2492,0
2493,1
2494,2
2495,0
2496,1
2497,1
2498,2
2499,1
2500,1
2501,1
2502,0
2503,2
2504,1
2505,1
2506,2
2508,1
2509,0
2510,1
2511,1
2512,1
2513,0
2514,2
2515,0
2516,2
2517,2
2519,1
2520,1
2521,2
2522,2
2523,1
2524,2
2526,2
2527,1
2528,2
2529,2
2530,2
2531,0
2532,1
2533,0
2534,1
2535,1
2536,1
2537,0
2538,0
2539,2
2541,1
2542,2
2543,2
2544,0
2547,1
2549,1
2553,1
2555,1
2556,1
2557,2
2558,2
2561,2
2562,1
2564,0
2565,1
2569,1
2571,1
2572,0
2574,1
2575,1
2580,1
2581,1
2582,0
2586,1
2587,1
2588,2
2589,2
2590,1
2591,2
2592,0
2593,1
2595,2
2596,2
2598,2
2599,2
2600,0
2604,2
2605,0
2606,0
2607,2
2610,0
2611,2
2612,2
2613,0
2616,1
2619,0
2621,2
2622,2
2625,1
2627,1
2629,0
2630,1
2631,2
2632,2
2634,1
2635,2
2638,1
2639,1
2640,1
2643,1
2644,1
2645,1
2646,1
2647,2
2648,1
2649,2
2651,2
2652,1
2653,1
2654,2
2655,2
2656,1
2657,2
2660,1
2662,2
2663,2
2664,2
2665,0
2667,0
2668,1
2669,2
2670,0
2671,0
2672,0
2676,0
2677,1
2680,0
2681,0
2682,0
2684,1
2685,1
2686,2
2687,2
2688,2
2689,2
2690,2
2691,2
2692,2
2693,1
2694,0
2699,0
2700,2
2701,0
2703,2
2704,1
2706,1
2709,2
2710,0
2711,1
2714,1
2716,1
2717,1
2718,1
2720,2
2721,1
2722,1
2723,0
2725,2
2726,1
2729,2
2730,2
2731,2
2733,2
2735,1
2736,0
2738,2
2740,0
2741,1
2742,2
2743,1
2744,1
2745,2
2746,0
2747,1
2748,2
2749,1
2751,1
2755,2
2757,1
2759,2
2760,0
2762,2
2764,2
2765,1
2766,0
2767,1
2768,1
2769,1
2770,1
2771,0
2772,2
2775,1
2776,1
2777,0
2778,1
2782,2
2783,1
2784,1
2786,2
2787,2
2789,1
2790,2
2791,1
2792,1
2793,1
2794,2
2795,2
2797,1
2798,1
2799,1
2800,2
2801,1
2802,2
2803,2
2804,1
2805,2
2807,2
2808,0
2810,2
2812,0
2813,2
2815,0
2819,2
2820,0
2821,2
2827,1
2828,2
2830,2
2832,1
2833,0
2836,0
2837,1
2840,1
2842,0
2843,1
2844,1
2845,0
2846,1
2849,0
2854,2
2855,2
2857,1
2858,1
2860,2
2863,1
2864,1
2865,1
2866,0
2869,2
2871,1
2875,1
2876,2
2877,1
2878,2
2879,1
2881,0
2882,1
2883,1
2884,0
2885,1
2886,1
2887,1
2888,2
2892,2
2893,1
2894,2
2895,0
2896,2
2899,1
2900,0
2901,1
2902,1
2903,1
2904,1
2905,1
2907,2
2908,2
2909,1
2912,1
2913,2
2914,1
2915,2
2916,2
2919,2
2921,1
2922,1
2923,2
2924,1
2926,2
2927,1
2928,1
2930,2
2932,0
2933,0
2934,0
2937,1
2939,2
2940,2
2941,1
2942,0
2943,1
2944,2
2946,1
2948,0
2949,1
2950,2
2951,1
2952,1
2954,2
2956,2
2958,1
2959,2
2960,1
2962,2
2964,2
2966,1
2967,1
2968,1
2969,1
2973,1
2974,1
2975,2
2978,1
2979,1
2980,2
2981,2
2983,2
2984,1
2990,1
2992,2
2993,1
2998,1
3000,1
3001,1
3002,2
3003,2
3004,1
3005,2
3006,2
3008,0
3009,1
3010,0
3011,1
3012,2
3014,2
3015,1
3016,2
3017,0
3018,1
3020,1
3023,2
3024,1
3026,0
3027,0
3030,1
3032,0
3033,1
3035,1
3037,1
3039,0
3040,0
3041,2
3042,1
3043,1
3047,2
3050,1
3051,2
3052,0
3053,1
3054,1
3055,0
3056,1
3057,2
3058,1
3059,2
3060,0
3061,1
3064,0
3065,2
3066,1
3068,1
3071,1
3072,2
3075,1
3076,1
3077,1
3079,1
3080,1
3082,0
3085,0
3086,1
3088,1
3090,0
3092,2
3094,0
3095,1
3096,1
3097,1
3098,2
3099,1
3101,1
3102,1
3103,2
3104,2
3105,0
3108,2
3109,0
3110,2
3111,1
3112,1
3115,1
3116,2
3117,2
3118,1
3119,2
3121,0
3122,1
3124,1
3126,1
3127,2
3128,2
3129,1
3130,0
3131,0
3132,2
3133,1
3135,2
3136,2
3137,1
3138,0
3139,1
3140,1
3141,2
3142,2
3143,1
3144,2
3145,1
3146,1
3147,1
3148,1
3149,1
3150,2
3151,1
3152,1
3155,1
3156,2
3157,2
3158,2
3159,1
3160,1
3161,0
3162,2
3163,0
3165,0
3166,1
3167,2
3168,1
3169,0
3170,0
3171,0
3172,2
3174,0
3175,0
3176,1
3179,2
3180,0
3181,0
3182,2
3184,2
3188,2
3189,0
3190,1
3191,1
3192,0
3193,1
3196,0
3197,1
3199,2
3201,1
3203,1
3204,0
3205,1
3206,1
3207,0
3208,1
3209,1
3210,2
3211,0
3213,1
3214,1
3215,2
3218,0
3220,2
3221,2
3222,2
3223,0
3224,2
3225,1
3227,2
3228,2
3230,0
3232,2
3235,0
3236,1
3237,2
3238,2
3239,1
3242,1
3243,2
3244,1
3245,2
3246,2
3247,0
3250,2
3252,1
3253,2
3254,1
3255,0
3258,0
3262,1
3264,1
3265,1
3267,2
3268,2
3270,1
3271,1
3272,1
3274,1
3275,1
3276,1
3277,1
3278,0
3280,1
3281,2
3282,1
3283,1
3284,2
3286,2
3287,0
3288,0
3289,2
3290,1
3291,1
3292,1
3293,2
3294,1
3295,1
3296,1
3297,1
3298,2
3300,1
3301,1
3302,0
3303,1
3304,1
3310,2
3311,2
3313,2
3314,1
3315,2
3316,1
3317,1
3318,0
3321,1
3322,0
3323,0
3325,0
3326,1
3328,0
3329,0
3330,0
3331,1
3332,1
3333,0
3334,2
3335,1
3337,2
3338,2
3339,1
3341,1
3342,1
3343,2
3344,1
3345,1
3346,1
3347,2
3349,2
3350,0
3351,1
3354,2
3356,0
3357,0
3358,0
3359,1
3360,0
3361,0
3363,2
3364,1
3365,2
3366,1
3368,0
3369,2
3370,1
3371,1
3372,2
3375,0
3376,2
3377,0
3378,0
3379,0
3383,1
3385,1
3387,0
3390,1
3391,2
3392,0
3393,2
3394,2
3395,2
3396,1
3397,1
3399,1
3400,0
3402,2
3403,2
3404,1
3405,2
3408,2
3409,2
3410,2
3411,1
3412,2
3414,1
3415,1
3416,1
3417,1
3418,2
3419,1
3420,2
3422,1
3423,2
3424,1
3425,2
3426,0
3427,1
3429,0
3431,0
3432,1
3433,1
3436,1
3438,2
3439,2
3440,1
3441,0
3442,0
3444,1
3447,1
3450,1
3451,1
3455,2
3457,2
3458,2
3459,2
3460,2
3461,2
3462,0
3464,0
3465,2
3467,1
3468,1
3470,2
3473,1
3474,2
3475,0
3477,1
3478,1
3479,1
3482,1
3483,2
3484,2
3485,1
3486,0
3487,1
3488,1
3489,0
3490,1
3491,1
3492,1
3493,1
3496,1
3498,1
3499,2
3500,1
3501,1
3502,1
3503,1
3504,2
3505,1
3506,1
3507,1
3508,1
3509,1
3510,0
3511,2
3512,2
3513,1
3514,2
3515,0
3516,1
3518,2
3519,0
3521,2
3522,2
3523,2
3524,2
3525,1
3526,2
3527,1
3529,1
3530,0
3531,2
3533,2
3534,0
3536,1
3537,2
3539,2
3540,1
3542,2
3543,0
3544,1
3545,1
3546,2
3547,0
3548,0
3551,1
3553,1
3555,1
3557,1
3559,1
3560,2
3561,1
3563,2
3564,1
3565,1
3567,1
3568,1
3569,2
3570,0
3571,1
3572,1
3574,1
3575,1
3576,2
3577,2
3578,0
3581,2
3582,1
3586,0
3588,1
3590,2
3591,1
3592,1
3601,1
3602,2
3603,1
3604,1
3607,2
3609,1
3611,1
3612,2
3614,2
3615,2
3616,2
3617,2
3618,0
3620,1
3624,1
3625,2
3626,2
3629,1
3630,0
3632,1
3633,0
3634,0
3635,2
3636,1
3637,2
3638,2
3639,0
3640,1
3641,1
3644,0
3645,1
3646,1
3647,1
3649,1
3650,2
3651,1
3653,2
3654,2
3655,1
3656,1
3658,2
3659,1
3660,1
3661,2
3664,2
3667,1
3668,2
3669,1
3673,2
3674,1
3675,2
3677,2
3678,1
3683,2
3684,1
3685,1
3687,1
3690,2
3691,0
3692,0
3693,1
3694,0
3695,1
3696,1
3697,2
3700,1
3701,2
3703,1
3704,1
3705,1
3708,2
3709,1
3710,2
3712,1
3713,2
3715,1
3717,1
3718,1
3720,2
3722,2
3724,2
3725,2
3726,1
3727,2
3730,1
3731,1
3734,1
3735,0
3736,0
3738,2
3739,2
3740,1
3741,1
3742,0
3743,0
3745,0
3746,2
3747,1
3750,1
3751,1
3754,1
3756,2
3757,2
3758,1
3759,2
3760,0
3761,2
3762,2
3763,2
3764,1
3765,1
3766,1
3768,2
3769,1
3772,1
3773,2
3774,2
3775,1
3776,0
3777,1
3778,1
3780,2
3782,1
3784,2
3785,1
3786,1
3787,2
3788,1
3789,1
3790,1
3792,2
3793,1
3794,1
3795,1
3796,1
3797,0
3801,2
3802,2
3803,2
3804,2
3805,2
3806,2
3807,1
3809,1
3810,1
3812,1
3813,1
3814,2
3815,1
3816,1
3817,2
3819,2
3820,1
3821,0
3822,1
3824,2
3825,2
3826,1
3833,2
3834,2
3837,2
3839,1
3840,2
3841,1
3843,2
3844,1
3845,0
3846,2
3847,1
3848,1
3849,0
3850,1
3852,1
3853,1
3855,2
3856,0
3859,1
3860,1
3862,2
3865,1
3866,0
3868,2
3869,1
3870,1
3871,0
3872,1
3873,0
3875,0
3877,0
3878,0
3879,0
3881,1
3884,2
3885,1
3886,2
3888,1
3891,2
3892,1
3893,2
3894,0
3895,1
3896,2
3897,2
3898,2
3899,2
3900,2
3902,1
3903,0
3904,1
3905,0
3907,2
3908,2
3909,1
3911,1
3913,2
3915,2
3919,2
3920,0
3921,1
3922,0
3926,1
3927,1
3930,1
3932,1
3933,0
3934,2
3935,2
3936,1
3937,0
3938,1
3939,2
3940,1
3941,0
3942,2
3943,1
3944,2
3945,1
3946,1
3948,1
3951,1
3952,2
3953,2
3954,1
3956,1
3958,1
3959,1
3960,1
3961,2
3962,2
3963,0
3964,1
3965,2
3966,2
3967,1
3968,1
3969,2
3970,1
3972,1
3974,1
3975,2
3976,2
3978,1
3980,1
3981,2
3982,0
3983,1
3984,1
3985,0
3987,1
3989,2
3992,2
3993,0
3994,1
3995,2
3996,1
3997,0
3998,1
3999,2
4003,1
4004,0
4006,1
4009,1
4011,1
4012,2
4014,0
4016,1
4017,2
4018,1
4020,2
4021,2
4022,1
4023,2
4026,0
4028,1
4030,1
4033,1
4035,0
4036,2
4037,1
4038,2
4039,1
4040,2
4041,0
4042,2
4043,1
4044,2
4045,1
4046,2
4047,1
4048,1
4049,1
4051,1
4052,1
4054,1
4056,2
4057,1
4058,1
4059,1
4060,2
4061,2
4064,1
4065,1
4066,2
4067,1
4068,2
4069,2
4072,0
4075,2
4076,2
4078,2
4079,2
4080,1
4081,1
4082,0
4083,2
4085,1
4088,0
4089,0
4090,1
4092,1
4094,0
4095,0
4098,2
4099,2
4100,2
4101,2
4104,1
4106,2
4107,2
4108,2
4109,2
4110,2
4112,2
4113,1
4115,2
4116,0
4117,0
4119,1
4121,2
4122,1
4126,2
4128,2
4131,1
4132,1
4133,1
4134,1
4135,1
4136,0
4137,0
4139,1
4140,1
4141,2
4145,1
4146,2
4148,2
4149,2
4150,1
4151,2
4154,0
4155,0
4158,1
4160,1
4161,0
4165,1
4166,1
4167,1
4168,1
4170,1
4171,1
4173,0
4174,1
4177,2
4178,0
4179,2
4180,1
4181,2
4182,2
4185,2
4186,2
4187,2
4189,2
4190,1
4191,2
4192,2
4193,0
4194,2
4195,2
4196,1
4197,1
4202,0
4203,1
4205,2
4209,0
4212,1
4213,2
4214,2
4215,2
4216,1
4217,2
4219,2
4220,1
4222,1
4224,1
4225,2
4227,2
4229,0
4230,1
4231,0
4232,1
4233,2
4234,1
4235,1
4236,1
4238,2
4239,1
