id_1,id_2
15,4139
15,4191
15,4488
15,4521
15,4533
16,7
16,16
16,26
16,31
16,68
16,78
16,79
16,80
16,85
16,126
16,129
16,159
16,208
16,240
16,274
16,314
16,357
16,360
16,426
16,611
16,647
16,719
16,731
16,769
16,777
16,779
16,789
16,836
16,889
16,928
16,961
16,1160
16,1204
16,1218
16,1248
16,1341
16,1437
16,1547
16,1566
16,1616
16,1648
16,1662
16,1762
16,1804
16,2010
16,2055
16,2057
16,2202
16,2255
16,2467
16,2494
16,2596
16,2652
16,2715
16,2755
16,2890
16,2912
16,3179
16,3314
16,3373
16,3424
16,3555
16,3557
16,3757
16,3775
16,4369
17,1
17,12
17,13
17,17
17,32
17,80
17,105
17,117
17,133
17,179
17,202
17,240
17,283
17,299
17,337
17,788
17,790
17,884
17,924
17,1069
17,1211
17,1322
17,1387
17,1403
17,1415
17,1484
17,1592
17,1605
17,1712
17,1852
17,1900
17,2067
17,2126
17,2127
17,2329
17,2388
17,2677
17,2975
17,3085
17,3231
17,3466
17,3470
17,3592
17,3693
17,3960
17,3979
17,4023
17,4063
17,4183
18,18
18,70
18,72
18,115
18,116
18,151
18,188
18,195
18,267
18,269
18,346
18,401
18,511
18,658
18,770
18,822
18,831
18,872
18,1434
18,2004
18,2374
18,2751
18,3390
19,19
19,22
19,98
19,784
19,3525
19,3911
19,4565
20,20
20,38
20,237
20,932
20,973
20,1168
20,1357
20,1449
20,1669
20,1830
20,1871
20,1921
20,2000
20,2353
20,2410
20,2571
20,2645
20,2657
20,3226
20,3291
21,21
21,175
21,366
21,466
21,471
21,566
21,783
21,800
21,1185
21,1459
21,1522
21,1580
21,1635
21,1670
21,1742
21,1773
21,2197
21,2542
21,2604
21,2999
21,3160
21,3610
21,3847
21,4048
21,4371
22,19
22,22
22,98
22,784
22,3525
22,3911
22,4565
23,23
23,69
23,117
23,133
23,232
23,233
23,256
23,265
23,280
23,334
23,430
23,675
23,676
23,719
23,960
23,1382
23,1520
23,1605
23,2351
23,2373
23,2687
23,2735
23,2736
23,2821
23,2866
23,3143
23,3179
23,3378
23,3707
23,3717
23,4169
23,4188
24,24
24,40
24,259
24,363
24,686
24,871
24,921
24,931
24,963
24,982
24,990
24,994
24,998
24,1263
24,1419
24,1454
24,1689
24,1947
24,2001
24,2061
24,2206
24,2353
24,2654
24,2656
24,2658
24,2661
24,2753
24,2767
24,3115
24,3412
24,3814
24,4492
25,25
25,49
25,96
25,143
25,177
25,252
25,253
25,290
25,301
25,302
25,320
25,355
25,400
25,405
25,444
25,627
25,879
25,890
25,968
25,987
25,1087
25,1389
25,1419
25,1502
25,1524
25,1852
25,1951
25,2019
25,2171
25,2232
25,2374
25,2389
25,2470
25,2686
25,2729
25,2750
25,2975
25,2984
25,3084
25,3372
25,3558
25,3657
26,7
26,16
26,26
26,31
26,68
26,78
26,79
26,85
26,170
26,208
26,218
26,274
26,357
26,360
26,426
26,647
26,719
26,731
26,769
26,777
26,779
26,789
26,836
26,889
26,928
26,961
26,1160
26,1204
26,1218
26,1248
26,1284
26,1295
26,1391
26,1437
26,1566
26,1648
26,1662
26,1762
26,1804
26,1902
26,2010
26,2055
26,2057
26,2173
26,2202
26,2217
26,2255
26,2467
26,2494
26,2569
26,2596
26,2652
26,2755
26,2890
26,2912
26,3120
26,3179
26,3314
26,3373
26,3555
26,3557
26,3757
26,3775
26,4148
26,4369
27,27
27,62
27,119
27,132
27,136
27,209
27,236
27,270
27,320
27,381
27,456
27,621
27,937
27,989
27,1027
27,1047
27,1067
27,1203
27,1237
27,1448
27,1591
27,1727
27,1737
27,1792
27,1826
27,1829
27,1854
27,1874
27,1931
27,1938
27,2316
27,2390
27,2582
27,2679
27,2803
27,2972
27,3118
27,3182
27,3458
27,3738
27,3845
27,4126
28,28
28,43
28,82
28,87
28,183
28,566
28,581
28,635
28,875
28,973
28,1006
28,1019
28,1147
28,1486
28,1571
28,1589
28,1624
28,1649
28,1719
28,1830
28,2235
28,2365
28,2452
28,2690
28,3102
28,3272
28,3954
28,3994
28,4182
28,4227
28,4286
28,4405
28,4677
29,2
29,11
29,29
29,181
29,588
29,916
29,1265
29,1464
29,2546
29,2927
29,3387
29,4340
30,5
30,30
30,37
30,108
30,153
30,160
30,198
30,339
30,502
30,505
30,654
30,715
30,737
30,780
30,794
30,826
30,875
30,881
30,919
30,971
30,993
30,1145
30,1186
30,1190
30,1199
30,1223
30,1255
30,1260
30,1323
30,1339
30,1406
30,1445
30,1510
30,1576
30,1693
30,1759
30,1794
30,1863
30,1969
30,2023
30,2059
30,2160
30,2171
30,2280
30,2368
30,2389
30,2395
30,2499
30,2557
30,2562
30,2638
30,2646
30,2786
30,2788
30,2793
30,3009
30,3075
30,3077
30,3094
30,3120
30,3182
30,3283
30,3335
30,3344
30,3357
30,3359
30,3499
30,3504
30,3621
30,3886
30,3890
30,3968
30,4117
30,4363
30,4385
30,4562
31,7
31,16
31,26
31,31
31,68
31,79
31,208
31,302
31,357
31,360
31,376
31,379
31,404
31,426
31,437
31,443
31,445
31,473
31,526
31,647
31,711
31,716
31,731
31,769
31,777
31,811
31,836
31,889
31,892
31,955
31,961
31,1028
31,1186
31,1218
31,1377
31,1437
31,1445
31,1662
31,2196
31,2202
31,2255
31,2415
31,2448
31,2467
31,2599
31,2652
31,2912
31,3079
31,3107
31,3179
31,3209
31,3314
31,3348
31,3373
31,3502
31,3649
31,4369
31,4664
32,1
32,8
32,12
32,13
32,17
32,32
32,95
32,105
32,117
32,133
32,179
32,202
32,283
32,299
32,337
32,377
32,442
32,643
32,790
32,884
32,894
32,908
32,924
32,1051
32,1059
32,1069
32,1180
32,1211
32,1322
32,1375
32,1387
32,1403
32,1415
32,1433
32,1484
32,1562
32,1587
32,1592
32,1605
32,1649
32,1712
32,1713
32,1852
32,1900
32,1931
32,2067
32,2126
32,2180
32,2329
32,2388
32,2414
32,2470
32,2471
32,2621
32,2745
32,2888
32,2975
32,3085
32,3119
32,3401
32,3470
32,3537
32,3592
32,3655
32,3693
32,3960
32,3979
32,4023
32,4183
33,33
33,36
33,46
33,122
33,143
33,144
33,155
33,206
33,235
33,260
33,297
33,390
33,473
33,515
33,643
33,881
33,1015
33,1023
33,1057
33,1140
33,1204
33,1479
33,1898
33,2009
33,2011
33,2367
33,3084
33,3091
33,3749
34,34
34,150
34,169
34,234
34,258
34,268
34,274
34,339
34,395
34,423
34,436
34,441
34,451
34,469
34,524
34,537
34,588
34,780
34,883
34,914
34,983
34,1054
34,1120
34,1277
34,1312
34,1530
34,1550
34,1604
34,1672
34,1701
34,2055
34,2324
34,2376
34,2634
34,2666
34,2679
34,2714
34,2722
34,2799
34,2984
34,3375
34,3461
34,3557
34,3674
34,4139
34,4197
34,4279
34,4309
35,35
35,52
35,111
35,195
35,286
35,417
35,587
35,634
35,857
35,879
35,1079
35,1297
35,1626
35,1930
35,2313
35,2494
35,3893
35,4173
36,33
36,36
36,663
36,866
36,881
36,1117
36,1140
36,1683
36,2043
36,2367
36,3091
36,3523
37,5
37,30
37,37
37,61
37,160
37,339
37,454
37,505
37,715
37,780
37,794
37,826
37,910
37,993
37,1145
37,1255
37,1393
37,1407
37,1510
37,1583
37,1693
37,1794
37,1883
37,2023
37,2059
37,2130
37,2160
37,2368
37,2496
37,2638
37,2759
37,3075
37,3094
37,3120
37,3344
37,3357
37,3621
37,3890
37,4385
37,4562
38,20
38,38
38,237
38,932
38,973
38,1168
38,1357
38,1395
38,1449
38,1669
38,1830
38,1871
38,1908
38,2000
38,2353
38,2410
38,2571
38,2645
38,2657
38,3226
38,3291
39,39
39,68
39,200
39,322
39,335
39,386
39,505
39,754
39,897
39,991
39,1022
39,1116
39,1135
39,1201
39,1315
39,1326
39,1341
39,1355
39,1374
39,1408
39,1530
39,1643
39,1874
39,1979
39,1984
39,2046
39,2079
39,2183
39,2240
39,2371
39,2434
39,2575
39,2625
39,2634
39,3147
39,3199
39,3237
39,3323
39,3345
39,3499
39,3532
39,3598
39,3691
39,4536
39,4567
40,24
40,40
40,363
40,623
40,686
40,739
40,871
40,874
40,921
40,963
40,996
40,1454
40,1637
40,1689
40,2001
40,2169
40,2658
40,2676
40,2719
40,2753
40,2984
40,3141
40,3215
40,3293
40,3670
40,4492
41,41
41,122
41,178
41,200
41,237
41,262
41,397
41,660
41,795
41,897
41,1157
41,1246
41,1819
41,2326
41,2431
41,2793
41,2971
41,3370
41,3462
41,3482
41,4179
41,4325
42,42
42,55
42,57
42,66
42,90
42,118
42,128
42,204
42,234
42,305
42,347
42,389
42,449
42,525
42,528
42,570
42,633
42,640
42,644
42,696
42,816
42,825
42,890
42,899
42,1068
42,1166
42,1195
42,1239
42,1395
42,1406
42,1552
42,1623
42,2333
42,2506
42,2791
42,3264
42,4033
43,3
43,28
43,43
43,65
43,119
43,158
43,174
43,283
43,321
43,516
43,523
43,566
43,581
43,752
43,813
43,819
43,880
43,989
43,1026
43,1156
43,1204
43,1214
43,1660
43,1715
43,1809
43,1830
43,1999
43,2076
43,2263
43,2273
43,2431
43,2557
43,2690
43,2887
43,2947
43,3100
43,3215
43,3272
43,3285
43,3661
43,3760
43,3930
43,4117
43,4677
44,44
44,94
44,99
44,207
44,226
44,293
44,311
44,388
44,429
44,488
44,491
44,504
44,572
44,605
44,633
44,664
44,708
44,791
44,814
44,885
44,984
44,991
44,1009
44,1089
44,1125
44,1179
44,1302
44,1328
44,1356
44,1444
44,1498
44,1513
44,1523
44,1685
44,1745
44,1752
44,1904
44,1995
44,2008
44,2012
44,2059
44,2090
44,2170
44,2220
44,2455
44,2479
44,2572
44,2623
44,2806
44,2884
44,2937
44,3011
44,3033
44,3200
44,3323
44,3734
44,4148
44,4277
45,45
45,100
45,146
45,174
45,198
45,250
45,251
45,375
45,380
45,393
45,403
45,412
45,461
45,575
45,597
45,668
45,775
45,919
45,935
45,1112
45,1190
45,1339
45,1456
45,1458
45,1564
45,1575
45,1682
45,1831
45,1963
45,1968
45,2152
45,2277
45,2614
45,2703
45,2820
45,2937
45,2950
45,3033
45,4540
45,4756
46,15
46,33
46,46
46,64
46,101
46,102
46,122
46,143
46,144
46,155
46,184
46,203
46,206
46,235
46,260
46,297
46,329
46,365
46,390
46,431
46,473
46,515
46,554
46,643
46,744
46,1015
46,1023
46,1057
46,1156
46,1204
46,1479
46,1504
46,1701
46,1898
46,2009
46,2011
46,2084
46,2087
46,2098
46,2238
46,2806
46,3084
46,3438
46,3749
46,4110
46,4139
46,4421
46,4488
46,4521
46,4533
46,4637
47,47
47,159
47,180
47,269
47,482
47,544
47,590
47,628
47,884
47,1158
47,1179
47,1248
47,1540
47,1600
47,1601
47,1831
47,1895
47,2096
47,2191
47,2394
47,2546
47,2608
47,2631
47,3129
47,3653
47,4128
47,4238
47,4553
48,48
48,115
48,140
48,208
48,324
48,360
48,407
48,590
48,939
48,1295
48,1434
48,2084
48,2206
48,2238
48,2458
48,2468
48,2656
48,2977
48,3908
48,4718
49,25
49,49
49,96
49,177
49,253
49,290
49,301
49,302
49,320
49,355
49,444
49,535
49,627
49,890
49,968
49,1087
49,1389
49,1419
49,1524
49,2019
49,2686
49,2975
49,3372
49,4663
50,50
50,215
50,426
50,561
50,1057
50,1464
50,1516
50,1608
50,1649
50,1759
50,1807
50,1817
50,2067
50,2095
50,2570
50,2745
50,2796
50,2805
50,2934
50,3261
50,3286
50,3574
50,3727
50,3835
50,4164
51,51
51,337
51,453
51,514
51,624
51,781
51,1444
51,1646
51,1784
51,1934
51,2220
51,2232
51,2837
51,2900
51,3119
51,3288
51,3344
51,3532
51,3632
51,3786
51,4059
51,4729
52,35
52,52
52,111
52,195
52,417
52,857
52,879
52,1079
52,1297
52,1626
52,1930
52,2313
52,2494
52,4173
53,53
53,63
53,69
53,179
53,263
53,266
53,305
53,311
53,312
53,320
53,350
53,355
53,380
53,392
53,411
53,446
53,462
53,544
53,555
53,676
53,683
53,764
53,882
53,913
53,950
53,964
53,1013
53,1055
53,1110
53,1176
53,1287
53,1436
53,1454
53,1467
53,1500
53,1535
53,1555
53,1610
53,1687
53,1692
53,1697
53,1708
53,1736
53,1841
53,1972
53,2003
53,2101
53,2221
53,2253
53,2270
53,2453
53,2632
53,2707
53,2848
53,2908
53,2942
53,3119
53,3161
53,3179
53,3300
53,3306
53,3441
53,3462
53,3475
53,3505
53,3558
53,3644
53,3743
53,3744
53,3753
53,3802
53,3880
53,4225
53,4472
54,54
54,2649
54,4075
54,4383
54,4418
55,42
55,55
55,57
55,66
55,118
55,234
55,347
55,570
55,849
55,893
55,1014
55,1068
55,1074
55,1552
55,1839
55,1852
55,1859
55,2471
55,2964
55,3425
55,3602
55,3703
55,3804
55,3908
56,56
57,42
57,55
57,57
57,66
57,118
57,234
57,347
57,570
57,698
57,705
57,824
57,1068
57,1552
57,2131
57,2140
57,2252
57,2376
57,2653
57,2864
57,3198
57,3636
57,3793
57,3870
57,4250
57,4475
58,58
58,243
58,709
58,2066
58,2195
58,2223
58,2543
58,3281
59,59
59,101
59,331
59,378
59,567
59,610
59,754
59,841
59,885
59,943
59,1163
59,1698
59,1768
59,1779
59,1797
59,1990
59,2195
59,2234
59,2972
59,3118
59,3603
59,3948
59,4390
59,4608
60,60
60,82
60,138
60,152
60,193
60,227
60,326
60,358
60,392
60,454
60,466
60,549
60,632
60,756
60,760
60,893
60,935
60,964
60,997
60,1067
60,1139
60,1174
60,1254
60,1382
60,1538
60,1593
60,1785
60,1841
60,1859
60,1875
60,1925
60,1952
60,2072
60,2096
60,2397
60,2481
60,2540
60,2583
60,2640
60,2735
60,2760
60,2820
60,2890
60,3105
60,3199
60,3306
60,3314
60,3394
60,3459
60,3814
60,3955
60,4479
61,37
61,61
61,141
61,167
61,454
61,598
61,643
61,826
61,860
61,910
61,918
61,949
61,1063
61,1126
61,1393
61,1407
61,1510
61,1554
61,1583
61,1629
61,1678
61,1880
61,1883
61,1901
61,1933
61,2017
61,2057
61,2130
61,2496
61,2542
61,2573
61,2675
61,2685
61,2759
61,2850
61,3070
61,3075
61,3344
61,3366
61,3713
61,4562
61,4671
62,2
62,27
62,62
62,136
62,255
62,290
62,575
62,1205
62,1315
62,1727
62,1874
62,1938
62,1951
62,3078
62,3182
62,3458
62,4126
63,53
63,63
63,109
63,266
63,305
63,320
63,411
63,446
63,882
63,964
63,1436
63,1454
63,1467
63,1687
63,1697
63,1841
63,2221
63,2253
63,2453
63,2632
63,2707
63,3119
63,3179
63,3300
63,3306
63,3441
63,3475
63,3505
63,3558
63,3753
64,46
64,64
64,101
64,102
64,184
64,203
64,223
64,431
64,575
64,693
64,744
64,1042
64,1156
64,1456
64,1963
64,2017
64,2087
64,2098
64,2254
64,2374
64,2671
64,3065
64,3438
64,3455
64,3806
64,3931
64,3966
64,4110
64,4152
64,4421
64,4637
65,3
65,43
65,65
65,73
65,119
65,158
65,231
65,249
65,283
65,321
65,337
65,373
65,428
65,437
65,477
65,516
65,523
65,585
65,608
65,616
65,621
65,637
65,717
65,750
65,752
65,755
65,813
65,819
65,857
65,880
65,908
65,936
65,1005
65,1026
65,1054
65,1121
65,1134
65,1150
65,1156
65,1160
65,1204
65,1219
65,1345
65,1354
65,1459
65,1564
65,1568
65,1660
65,1668
65,1673
65,1710
65,1715
65,1723
65,1763
65,1769
65,1891
65,1926
65,1983
65,1999
65,2076
65,2263
65,2273
65,2357
65,2545
65,2557
65,2689
65,2745
65,2769
65,2947
65,3100
65,3215
65,3285
65,3331
65,3661
65,3760
65,3761
65,3831
65,3882
65,4117
65,4306
66,42
66,55
66,57
66,66
66,118
66,168
66,234
66,312
66,347
66,570
66,574
66,651
66,781
66,1009
66,1068
66,1396
66,1466
66,1548
66,1552
66,1847
66,1972
66,2463
66,2721
66,3329
66,4076
67,67
67,77
67,168
67,440
67,583
67,691
67,844
67,1039
67,1585
67,1637
67,1667
67,2147
67,2219
67,2338
67,2349
67,3214
67,3359
67,3418
67,3983
67,4057
67,4363
68,7
68,16
68,26
68,31
68,39
68,68
68,79
68,200
68,208
68,302
68,322
68,335
68,357
68,360
68,386
68,404
68,426
68,437
68,443
68,445
68,505
68,647
68,711
68,731
68,769
68,777
68,836
68,889
68,892
68,955
68,961
68,1022
68,1116
68,1135
68,1186
68,1218
68,1326
68,1374
68,1377
68,1437
68,1445
68,1662
68,1874
68,1979
68,1984
68,2079
68,2183
68,2202
68,2255
68,2434
68,2467
68,2625
68,2634
68,2652
68,2912
68,3079
68,3147
68,3179
68,3199
68,3209
68,3237
68,3314
68,3345
68,3373
68,3649
68,4369
68,4664
69,23
69,53
69,69
69,117
69,130
69,133
69,179
69,232
69,233
69,265
69,312
69,334
69,355
69,555
69,764
69,828
69,960
69,1189
69,1287
69,1335
69,1394
69,1520
69,1605
69,1624
69,1692
69,1750
69,1972
69,2228
69,2270
69,2326
69,2549
69,2736
69,2862
69,2908
69,2950
69,3143
69,3161
69,3364
69,3378
69,3462
69,3743
69,3744
69,3802
69,3880
69,4169
69,4182
69,4421
70,18
70,70
70,72
70,115
70,116
70,151
70,188
70,189
70,195
70,267
70,269
70,346
70,401
70,511
70,524
70,540
70,612
70,658
70,770
70,811
70,822
70,831
70,855
70,872
70,1133
70,1162
70,1274
70,1298
70,1434
70,1474
70,1647
70,1693
70,1712
70,1960
70,2004
70,2200
70,2566
70,2795
70,2867
70,2879
70,3375
70,3789
70,3815
71,71
71,165
71,319
71,429
71,486
71,547
71,788
71,823
71,843
71,1009
71,1024
71,1050
71,1121
71,1143
71,1206
71,1293
71,1424
71,1446
71,1555
71,1591
71,1847
71,1870
71,1878
71,1904
71,1937
71,2065
71,2223
71,2428
71,3523
71,3861
71,4511
72,18
72,70
72,72
72,115
72,116
72,151
72,188
72,195
72,267
72,269
72,346
72,401
72,511
72,658
72,770
72,822
72,831
72,872
72,1167
72,1394
72,1434
72,2004
72,2214
72,2278
72,2331
73,65
73,73
73,104
73,119
73,231
73,337
73,373
73,428
73,434
73,437
73,510
73,516
73,523
73,542
73,550
73,585
73,608
73,616
73,619
73,621
73,628
73,637
73,717
73,750
73,755
73,826
73,857
73,908
73,913
73,932
73,936
73,950
73,1005
73,1054
73,1121
73,1134
73,1160
73,1219
73,1345
73,1354
73,1530
73,1564
73,1568
73,1582
73,1668
73,1673
73,1710
73,1723
73,1734
73,1763
73,1769
73,1790
73,1856
73,1891
73,1983
73,2138
73,2184
73,2326
73,2357
73,2545
73,2689
73,3080
73,3087
73,3265
73,3331
73,3421
73,3603
73,3831
73,3882
73,4260
73,4306
74,74
74,134
74,140
74,154
74,157
74,187
74,216
74,230
74,231
74,278
74,336
74,363
74,430
74,580
74,656
74,712
74,720
74,723
74,909
74,919
74,1123
74,1449
74,1489
74,1823
74,2270
74,2537
74,2695
74,3016
74,3044
74,3183
74,3411
74,3554
74,4266
75,75
75,1233
75,2459
75,3079
75,3129
75,3492
76,3
76,76
76,96
76,215
76,309
76,342
76,548
76,638
76,675
76,682
76,718
76,810
76,1101
76,1114
76,1185
76,1280
76,1334
76,1338
76,1441
76,1462
76,1486
76,1545
76,1579
76,1770
76,1802
76,1804
76,1933
76,2034
76,2184
76,2360
76,2452
76,2748
76,2769
76,2892
76,3063
76,3272
76,3364
76,3418
76,3555
76,4450
77,67
77,77
77,440
77,583
77,691
77,844
77,1400
77,1585
77,1667
77,1845
77,2147
77,2219
77,2300
77,2338
77,2349
77,3214
77,3983
78,7
78,16
78,26
78,78
78,79
78,85
78,274
78,275
78,354
78,442
78,457
78,591
78,719
78,772
78,777
78,779
78,789
78,928
78,933
78,985
78,1006
78,1160
78,1178
78,1204
78,1248
78,1265
78,1331
78,1357
78,1507
78,1532
78,1542
78,1566
78,1620
78,1648
78,1721
78,1762
78,1804
78,1893
78,2000
78,2010
78,2055
78,2057
78,2164
78,2216
78,2388
78,2482
78,2494
78,2536
78,2571
78,2596
78,2684
78,2755
78,2767
78,2890
78,3008
78,3054
78,3213
78,3381
78,3391
78,3477
78,3555
78,3557
78,3757
78,3775
79,7
79,16
79,26
79,31
79,68
79,78
79,79
79,85
79,208
79,274
79,302
79,357
79,360
79,404
79,426
79,437
79,443
79,445
79,647
79,711
79,719
79,731
79,769
79,777
79,779
79,789
79,836
79,889
79,892
79,928
79,955
79,961
79,1160
79,1186
79,1204
79,1218
79,1248
79,1377
79,1437
79,1445
79,1566
79,1648
79,1662
79,1762
79,1804
79,2010
79,2055
79,2057
79,2202
79,2255
79,2467
79,2494
79,2596
79,2652
79,2755
79,2890
79,2912
79,3079
79,3179
79,3209
79,3314
79,3373
79,3555
79,3557
79,3649
79,3757
79,3775
79,4369
79,4664
80,7
80,16
80,17
80,80
80,126
80,129
80,159
80,173
80,185
80,240
80,314
80,424
80,611
80,617
80,667
80,777
80,905
80,1017
80,1341
80,1346
80,1547
80,1616
80,1785
80,1969
80,2127
80,2197
80,2208
80,2372
80,2542
80,2715
80,2998
80,3142
80,3166
80,3187
80,3424
80,3616
81,81
81,112
81,138
81,153
81,182
81,190
81,225
81,251
81,276
81,299
81,336
81,372
81,516
81,529
81,612
81,792
81,856
81,1015
81,1016
81,1266
81,1290
81,1499
81,1565
81,1747
81,1810
81,1986
81,2277
81,2637
81,2987
81,3085
81,3463
82,28
82,60
82,82
82,87
82,138
82,183
82,193
82,227
82,326
82,392
82,454
82,466
82,566
82,635
82,736
82,760
82,875
82,973
82,997
82,1006
82,1019
82,1139
82,1174
82,1254
82,1486
82,1538
82,1571
82,1589
82,1624
82,1649
82,1719
82,2096
82,2228
82,2365
82,2452
82,2481
82,2760
82,2820
82,3102
82,3105
82,3199
82,3931
82,3954
82,3955
82,3994
82,4182
82,4227
82,4286
82,4405
82,4479
83,83
83,1473
83,2952
83,3578
83,3703
84,84
84,281
84,443
84,459
84,639
84,674
84,808
84,857
84,955
84,1096
84,1174
84,1212
84,1242
84,1249
84,1495
84,1553
84,1862
84,1968
84,2086
84,2117
84,2146
84,2173
84,2188
84,2255
84,2524
84,2703
84,3022
84,3277
84,3302
84,3355
84,3776
84,3818
84,4038
84,4176
84,4302
85,7
85,16
85,26
85,78
85,79
85,85
85,170
85,183
85,218
85,274
85,330
85,719
85,777
85,779
85,789
85,928
85,1160
85,1204
85,1248
85,1284
85,1295
85,1391
85,1566
85,1648
85,1762
85,1774
85,1804
85,1902
85,2010
85,2055
85,2057
85,2173
85,2217
85,2494
85,2569
85,2596
85,2755
85,2890
85,3120
85,3313
85,3555
85,3557
85,3743
85,3757
85,3775
85,3992
85,4148
86,86
86,459
86,550
86,551
86,584
86,1337
86,1873
86,2720
86,2783
86,3276
86,3571
86,4302
86,4535
87,28
87,82
87,87
87,183
87,566
87,635
87,875
87,885
87,973
87,1006
87,1019
87,1228
87,1486
87,1571
87,1589
87,1624
87,1649
87,1719
87,1781
87,1783
87,1815
87,2365
87,2452
