id,target
349,2
350,5
351,3
352,2
353,1
354,3
355,4
356,2
357,2
358,5
359,5
360,1
361,1
362,2
363,4
364,5
365,0
366,4
367,2
368,5
369,5
370,2
371,5
372,5
373,4
374,3
375,0
376,0
377,4
378,2
379,0
380,1
381,0
382,2
383,5
384,3
385,2
386,5
387,5
388,5
389,2
390,5
391,2
392,3
393,5
394,4
395,1
396,2
397,5
398,5
399,4
400,5
401,5
402,4
403,2
404,4
405,5
406,4
407,4
408,4
409,4
410,5
411,5
412,0
413,2
414,2
415,2
416,2
417,1
418,5
419,2
420,2
421,5
422,0
423,4
424,3
425,3
426,4
427,5
428,2
429,1
430,4
431,3
432,0
433,3
434,3
435,3
436,2
437,4
438,1
439,5
440,4
441,4
442,1
443,3
444,1
445,3
446,4
447,4
448,4
449,2
450,5
451,2
452,3
453,0
454,4
455,3
456,2
457,5
458,2
459,3
460,4
461,2
462,0
463,5
464,5
465,1
466,2
467,1
468,1
469,4
470,2
471,1
472,3
473,2
474,0
475,2
476,1
477,4
478,1
479,2
480,3
481,3
482,1
483,1
484,2
485,4
486,0
487,5
488,1
489,1
490,4
491,2
492,2
493,1
494,3
495,4
496,5
497,4
498,2
499,2
500,1
501,4
502,4
503,1
504,1
505,4
506,5
507,4
508,0
509,4
510,3
511,2
512,3
513,4
514,1
515,0
516,5
517,3
518,3
519,5
520,1
521,4
522,3
523,4
524,5
525,0
526,3
527,3
528,4
529,3
530,5
531,0
532,2
533,2
534,4
535,5
536,1
537,5
538,3
539,3
540,2
541,0
542,4
543,5
544,2
545,4
546,2
547,2
548,3
549,5
550,1
551,5
552,1
553,1
554,4
555,4
556,1
557,5
558,3
559,0
560,3
561,3
562,4
563,3
564,1
565,4
566,1
567,1
568,4
569,1
570,4
571,1
572,1
573,3
574,3
575,1
576,0
577,2
578,1
579,0
580,2
581,5
582,1
583,4
584,2
585,3
586,1
587,4
588,1
589,4
590,2
591,5
592,1
593,3
594,3
595,5
596,0
597,1
598,4
599,1
600,4
601,5
602,3
603,5
604,2
605,3
606,4
607,2
608,4
609,1
610,4
611,2
612,4
613,2
614,4
615,4
616,3
617,2
618,4
619,2
620,3
621,4
622,5
623,3
624,2
625,5
626,5
627,2
628,2
629,4
630,4
631,4
632,2
633,4
634,4
635,4
636,4
637,1
638,4
639,5
640,1
641,3
642,5
643,3
644,3
645,2
646,0
647,2
648,1
649,0
650,2
651,3
652,3
653,4
654,3
655,3
656,3
657,4
658,2
659,1
660,1
661,2
662,5
663,3
664,4
665,3
666,2
667,3
668,5
669,1
670,4
671,3
672,4
673,5
674,2
675,5
676,2
677,1
678,5
679,3
680,2
681,3
682,0
683,1
684,5
685,5
686,1
687,5
688,2
689,2
690,3
691,3
692,5
693,4
694,5
695,3
696,4
697,3
698,4
699,1
700,3
701,4
702,4
703,4
704,1
705,5
706,0
707,4
708,5
709,3
710,1
711,4
712,5
713,4
714,5
715,4
716,1
717,1
718,3
719,4
720,5
721,1
722,1
723,3
724,2
725,1
726,1
727,5
728,1
729,1
730,3
731,4
732,3
733,2
734,1
735,5
736,1
737,4
738,1
739,4
740,3
741,3
742,1
743,1
744,3
745,3
746,2
747,2
748,5
749,4
750,1
751,1
752,1
753,1
754,1
755,4
756,0
757,1
758,1
759,0
760,3
761,1
762,4
763,2
764,3
765,3
766,1
767,4
768,3
769,4
770,0
771,1
772,2
773,3
774,3
775,5
776,1
777,1
778,4
779,2
780,4
781,3
782,3
783,1
784,4
785,1
786,4
787,4
788,1
789,3
790,2
791,1
792,5
793,2
794,5
795,3
796,4
797,5
798,0
799,3
800,5
801,2
802,4
803,4
804,5
805,2
806,5
807,4
808,4
809,4
810,5
811,5
812,5
813,3
814,4
815,4
816,4
817,3
818,3
819,5
820,1
821,0
822,4
823,4
824,4
825,5
826,4
827,1
828,1
829,4
830,1
831,2
832,4
833,4
834,4
835,2
836,5
837,4
838,4
839,4
840,1
841,4
842,5
843,2
844,5
845,1
846,1
847,1
848,1
849,3
850,3
851,5
852,4
853,4
854,1
855,1
856,5
857,1
858,1
859,1
860,5
861,4
862,5
863,0
864,4
865,3
866,3
867,4
868,4
869,3
870,2
871,3
872,1
873,4
874,4
875,1
876,4
877,4
878,3
879,2
880,4
881,5
882,3
883,4
884,1
885,2
886,4
887,0
888,4
889,5
890,3
891,4
892,4
893,2
894,3
895,1
896,3
897,4
898,5
899,1
900,3
901,4
902,1
903,2
904,4
905,1
906,3
907,4
908,5
909,2
910,2
911,0
912,1
913,1
914,4
915,5
916,0
917,5
918,4
919,5
920,4
921,4
922,2
923,2
924,5
925,0
926,2
927,0
928,2
929,1
930,5
931,0
932,0
933,5
934,5
935,4
936,4
937,1
938,5
939,0
940,5
941,3
942,0
943,0
944,5
945,0
946,5
947,4
948,5
949,5
950,5
951,4
952,3
953,1
954,1
955,2
956,5
957,5
958,5
959,5
960,5
961,0
962,0
963,5
964,5
965,5
966,0
967,5
968,0
969,5
970,2
971,5
972,2
973,2
974,4
975,5
976,5
977,0
978,5
979,4
980,1
981,3
982,2
983,5
984,0
985,0
986,0
987,2
988,5
989,5
990,4
991,0
992,0
993,4
994,4
995,3
996,3
997,0
998,4
999,0
1000,4
1001,4
1002,5
1003,4
1004,0
1005,5
1006,4
1007,4
1008,1
1009,5
1010,2
1011,2
1012,0
1013,2
1014,2
1015,2
1016,2
1017,5
1018,2
1019,4
1020,2
1021,4
1022,4
1023,4
1024,2
1025,4
1026,5
1027,5
1028,0
1029,3
1030,3
1031,0
1032,0
1033,3
1034,2
1035,2
1036,3
1037,2
1038,2
1039,2
1040,2
1041,4
1042,4
1043,4
1044,4
1045,2
1046,5
1047,5
1048,5
1049,5
1050,5
1051,2
1052,4
1053,1
1054,1
1055,2
1056,0
1057,2
1058,2
1059,0
1060,3
1061,1
1062,4
1063,4
1064,5
1065,4
1066,0
1067,4
1068,0
1069,2
1070,2
1071,2
1072,2
1073,1
1074,1
1075,1
1076,1
1077,2
1078,1
1079,1
1080,1
1081,1
1082,2
1083,2
1084,4
1085,4
1086,2
1087,3
1088,3
1089,1
1090,4
1091,1
1092,3
1093,3
1094,2
1095,3
1096,1
1097,0
1098,1
1099,4
1100,4
1101,1
1102,4
1103,1
1104,4
1105,2
1106,2
1107,4
1108,1
1109,0
1110,2
1111,5
1112,5
1113,0
1114,2
1115,4
1116,4
1117,2
1118,2
1119,2
1120,2
1121,0
1122,0
1123,3
1124,0
1125,0
1126,2
1127,3
1128,3
1129,3
1130,4
1131,3
1132,1
1133,3
1134,3
1135,0
1136,2
1137,1
1138,1
1139,5
1140,4
1141,2
1142,4
1143,2
1144,1
1145,5
1146,3
1147,5
1148,1
1149,3
1150,1
1151,2
1152,1
1153,2
1154,2
1155,0
1156,4
1157,1
1158,2
1159,2
1160,3
1161,5
1162,3
1163,3
1164,3
1165,2
1166,0
1167,0
1168,2
1169,2
1170,4
1171,5
1172,0
1173,2
1174,2
1175,0
1176,4
1177,3
1178,3
1179,4
1180,3
1181,4
1182,1
1183,3
1184,2
1185,4
1186,3
1187,1
1188,3
1189,4
1190,1
1191,3
1192,3
1193,5
1194,0
1195,3
1196,4
1197,3
1198,4
1199,0
1200,2
1201,1
1202,1
1203,1
1204,2
1205,2
1206,3
1207,4
1208,4
1209,1
1210,3
1211,5
1212,2
1213,2
1214,1
1215,2
1216,2
1217,2
1218,2
1219,4
1220,4
1221,4
1222,2
1223,2
1224,2
1225,3
1226,3
1227,4
1228,2
1229,2
1230,4
1231,2
1232,1
1233,1
1234,2
1235,3
1236,4
1237,4
1238,4
1239,4
1240,2
1241,1
1242,1
1243,0
1244,3
1245,3
1246,1
1247,4
1248,5
1249,2
1250,2
1251,3
1252,2
1253,2
1254,2
1255,2
1256,4
1257,2
1258,0
1259,4
1260,4
1261,2
1262,1
1263,4
1264,1
1265,2
1266,5
1267,2
1268,2
1269,2
1270,5
1271,2
1272,2
1273,2
1274,2
1275,2
1276,2
1277,2
1278,3
1279,5
1280,5
1281,3
1282,2
1283,5
1284,1
1285,1
1286,5
1287,1
1288,2
1289,3
1290,3
1291,3
1292,0
1293,3
1294,1
1295,2
1296,2
1297,5
1298,2
1299,5
1300,3
1301,0
1302,5
1303,4
1304,1
1305,1
1306,1
1307,1
1308,1
1309,1
1310,2
1311,2
1312,2
1313,2
1314,2
1315,1
1316,1
1317,1
1318,0
1319,1
1320,1
1321,5
1322,4
1323,4
1324,4
1325,1
1326,1
1327,5
1328,0
1329,3
1330,3
1331,2
1332,1
1333,3
1334,2
1335,2
1336,2
1337,2
1338,3
1339,5
1340,1
1341,1
1342,1
1343,1
1344,1
1345,1
1346,1
1347,4
1348,5
1349,5
1350,2
1351,2
1352,4
1353,1
1354,3
1355,3
1356,1
1357,1
1358,3
1359,1
1360,3
1361,5
1362,3
1363,4
1364,3
1365,2
1366,1
1367,1
1368,1
1369,4
1370,4
1371,4
1372,0
1373,4
1374,3
1375,2
1376,2
1377,4
1378,2
1379,2
1380,2
1381,2
1382,1
1383,1
1384,1
1385,5
1386,4
1387,0
1388,0
1389,0
1390,4
1391,4
1392,5
1393,5
1394,5
1395,5
1396,0
1397,4
1398,4
1399,5
1400,0
1401,4
1402,5
1403,5
1404,0
1405,2
1406,5
1407,5
1408,5
1409,3
1410,3
1411,3
1412,3
1413,1
1414,1
1415,1
1416,5
1417,1
1418,1
1419,1
1420,4
1421,5
1422,4
1423,4
1424,4
1425,2
1426,4
1427,2
1428,5
1429,5
1430,2
1431,4
1432,4
1433,2
1434,2
1435,1
1436,0
1437,2
1438,4
1439,2
1440,4
1441,2
1442,0
1443,2
1444,5
1445,4
1446,5
1447,1
1448,5
1449,3
1450,2
1451,2
1452,2
1453,2
1454,2
1455,2
1456,2
1457,2
1458,2
1459,4
1460,0
1461,0
1462,2
1463,2
1464,1
1465,4
1466,3
1467,2
1468,5
1469,2
1470,1
1471,2
1472,2
1473,1
1474,5
1475,1
1476,4
1477,5
1478,4
1479,3
1480,3
1481,3
1482,4
1483,3
1484,2
1485,4
1486,2
1487,2
1488,4
1489,2
1490,2
1491,2
1492,2
1493,5
1494,5
1495,5
1496,4
1497,5
1498,4
1499,4
1500,4
1501,2
1502,4
1503,3
1504,4
1505,3
1506,3
1507,4
1508,1
1509,2
1510,3
1511,3
1512,1
1513,4
1514,5
1515,2
1516,5
1517,5
1518,1
1519,3
1520,4
1521,4
1522,4
1523,5
1524,1
1525,4
1526,2
1527,2
1528,2
1529,5
1530,4
1531,3
1532,4
1533,2
1534,2
1535,5
1536,5
1537,5
1538,4
1539,4
1540,0
1541,5
1542,4
1543,5
1544,1
1545,5
1546,4
1547,4
1548,0
1549,5
1550,2
1551,0
1552,1
1553,1
1554,4
1555,5
1556,4
1557,2
1558,4
1559,1
1560,1
1561,4
1562,1
1563,1
1564,1
1565,1
1566,2
1567,2
1568,5
1569,5
1570,0
1571,5
1572,5
1573,1
1574,1
1575,2
1576,1
1577,3
1578,4
1579,1
1580,1
1581,1
1582,1
1583,1
1584,3
1585,4
1586,1
1587,1
1588,5
1589,2
1590,5
1591,2
1592,5
1593,1
1594,1
1595,2
1596,3
1597,3
1598,4
1599,4
1600,2
1601,4
1602,1
1603,5
1604,5
1605,3
1606,5
1607,1
1608,4
1609,4
1610,2
1611,1
1612,4
1613,1
1614,1
1615,2
1616,2
1617,1
1618,0
1619,3
1620,1
1621,4
1622,2
1623,0
1624,4
1625,3
1626,5
1627,2
1628,2
1629,3
1630,5
1631,5
1632,3
1633,1
1634,1
1635,4
1636,4
1637,5
1638,4
1639,4
1640,4
1641,3
1642,3
1643,5
1644,1
1645,1
1646,3
1647,3
1648,4
1649,4
1650,5
1651,5
1652,5
1653,4
1654,4
1655,2
1656,2
1657,4
1658,1
1659,4
1660,2
1661,0
1662,2
1663,2
1664,2
1665,2
1666,3
1667,4
1668,1
1669,1
1670,0
1671,2
1672,1
1673,2
1674,2
1675,2
1676,0
1677,5
1678,1
1679,1
1680,2
1681,3
1682,0
1683,1
1684,1
1685,2
1686,2
1687,5
1688,5
1689,4
1690,3
1691,4
1692,2
1693,5
1694,1
1695,3
1696,2
1697,2
1698,2
1699,4
1700,3
1701,3
1702,1
1703,4
1704,3
1705,2
1706,5
1707,2
1708,5
1709,2
1710,2
1711,2
1712,3
1713,3
1714,5
1715,4
1716,4
1717,4
1718,2
1719,1
1720,2
1721,4
1722,3
1723,3
1724,2
1725,5
1726,2
1727,5
1728,3
1729,4
1730,0
1731,3
1732,5
1733,5
1734,3
1735,4
1736,4
1737,5
1738,3
1739,1
1740,3
1741,3
1742,3
1743,3
1744,2
1745,0
1746,2
1747,1
1748,4
1749,1
1750,4
1751,4
1752,0
1753,4
1754,5
1755,2
1756,2
1757,2
1758,4
1759,2
1760,5
1761,0
1762,2
1763,2
1764,2
1765,2
1766,5
1767,5
1768,2
1769,5
1770,5
1771,4
1772,4
1773,5
1774,5
1775,4
1776,2
1777,4
1778,4
1779,4
1780,5
1781,3
1782,4
1783,3
1784,4
1785,2
1786,2
1787,2
1788,0
1789,4
1790,5
1791,5
1792,3
1793,5
1794,5
1795,1
1796,3
1797,1
1798,1
1799,3
1800,4
1801,4
1802,4
1803,5
1804,5
1805,1
1806,1
1807,2
1808,5
1809,4
1810,1
1811,0
1812,3
1813,1
1814,3
1815,5
1816,5
1817,4
1818,4
1819,4
1820,4
1821,4
1822,2
1823,4
1824,4
1825,2
1826,4
1827,3
1828,3
1829,4
1830,0
1831,5
1832,5
1833,4
1834,4
1835,4
1836,4
1837,5
1838,5
1839,2
1840,1
1841,4
1842,5
1843,4
1844,4
1845,4
1846,3
1847,3
1848,3
1849,3
1850,1
1851,2
1852,2
1853,0
1854,3
1855,4
1856,1
1857,1
1858,1
1859,4
1860,3
1861,3
1862,3
1863,1
1864,4
1865,4
1866,2
1867,5
1868,1
1869,5
1870,5
1871,2
1872,1
1873,4
1874,2
1875,5
1876,2
1877,3
1878,2
1879,1
1880,5
1881,4
1882,4
1883,5
1884,4
1885,2
1886,3
1887,0
1888,0
1889,5
1890,3
1891,2
1892,2
1893,5
1894,5
1895,4
1896,1
1897,1
1898,1
1899,2
1900,3
1901,3
1902,5
1903,5
1904,2
1905,5
1906,1
1907,0
1908,0
1909,0
1910,4
1911,4
1912,4
1913,0
1914,1
1915,5
1916,1
1917,2
1918,4
1919,4
1920,4
1921,1
1922,1
1923,0
1924,0
1925,4
1926,2
1927,1
1928,1
1929,1
1930,4
1931,4
1932,1
1933,4
1934,2
1935,2
1936,3
1937,5
1938,5
1939,2
1940,1
1941,3
1942,3
1943,0
1944,3
1945,3
1946,3
1947,1
1948,4
1949,4
1950,5
1951,3
1952,2
1953,4
1954,3
1955,3
1956,3
1957,3
1958,3
1959,2
1960,2
1961,3
1962,3
1963,2
1964,2
1965,4
1966,3
1967,1
1968,1
1969,1
1970,0
1971,0
1972,3
1973,5
1974,3
1975,5
1976,4
1977,3
1978,3
1979,3
1980,5
1981,1
1982,4
1983,3
1984,3
1985,3
1986,1
1987,1
1988,5
1989,5
1990,1
1991,1
1992,1
1993,1
1994,1
1995,1
1996,2
1997,0
1998,0
1999,3
2000,5
2001,2
2002,1
2003,4
2004,4
2005,1
2006,5
2007,5
2008,5
2009,4
2010,3
2011,1
2012,2
2013,5
2014,4
2015,1
2016,3
2017,4
2018,5
2019,5
2020,5
2021,2
2022,4
2023,3
2024,2
2025,5
2026,4
2027,5
2028,5
2029,0
2030,1
2031,1
2032,2
2033,2
2034,2
2035,4
2036,0
2037,5
2038,5
2039,5
2040,5
2041,5
2042,5
2043,5
2044,0
2045,2
2046,2
2047,4
2048,4
2049,5
2050,1
2051,1
2052,3
2053,1
2054,3
2055,0
2056,2
2057,4
2058,4
2059,4
2060,4
2061,1
2062,3
2063,4
2064,3
2065,1
2066,1
2067,2
2068,5
2069,5
2070,3
2071,1
2072,3
2073,3
2074,4
2075,0
2076,5
2077,5
2078,5
2079,0
2080,3
2081,2
2082,4
2083,5
2084,4
2085,1
2086,3
2087,3
2088,2
2089,2
2090,4
2091,4
2092,3
2093,4
2094,4
2095,4
2096,1
2097,4
2098,0
2099,5
2100,3
2101,2
2102,4
2103,2
2104,2
2105,1
2106,3
2107,0
2108,1
2109,0
2110,5
2111,4
2112,4
2113,3
2114,3
2115,4
2116,4
2117,1
2118,1
2119,2
2120,2
2121,1
2122,1
2123,3
2124,1
2125,3
2126,1
2127,3
2128,5
2129,3
2130,4
2131,3
2132,3
2133,3
2134,4
2135,5
2136,5
2137,1
2138,1
2139,4
2140,4
2141,3
2142,4
2143,2
2144,4
2145,4
2146,4
2147,0
2148,2
2149,1
2150,3
2151,1
2152,3
2153,5
2154,5
2155,2
2156,2
2157,2
2158,1
2159,1
2160,3
2161,4
2162,2
2163,3
2164,4
2165,1
2166,1
2167,1
2168,2
2169,2
2170,2
2171,1
2172,4
2173,5
2174,2
2175,1
2176,4
2177,1
2178,1
2179,3
2180,2
2181,4
2182,3
2183,2
2184,2
2185,1
2186,5
2187,2
2188,2
2189,4
2190,4
2191,4
2192,4
2193,4
2194,4
2195,4
2196,5
2197,5
2198,3
2199,5
2200,4
2201,5
2202,4
2203,1
2204,1
2205,1
2206,4
2207,1
2208,4
2209,5
2210,3
2211,3
2212,4
2213,2
2214,5
2215,1
2216,1
2217,5
2218,3
2219,5
2220,5
2221,5
2222,0
2223,4
2224,5
2225,4
2226,5
2227,2
2228,0
2229,0
2230,3
2231,3
2232,3
2233,0
2234,4
2235,4
2236,4
2237,4
2238,4
2239,0
2240,5
2241,0
2242,4
2243,5
2244,2
2245,3
2246,3
2247,1
2248,5
2249,3
2250,3
2251,4
2252,5
2253,2
2254,4
2255,4
2256,2
2257,2
2258,1
2259,4
2260,0
2261,2
2262,2
2263,2
2264,2
2265,5
2266,2
2267,2
2268,2
2269,3
2270,4
2271,5
2272,4
2273,5
2274,5
2275,2
2276,2
2277,4
2278,4
2279,4
2280,2
2281,5
2282,2
2283,2
2284,4
2285,2
2286,5
2287,2
2288,5
2289,3
2290,2
2291,2
2292,5
2293,2
2294,2
2295,4
2296,2
2297,5
2298,2
2299,2
2300,2
2301,2
2302,5
2303,3
2304,3
2305,3
2306,4
2307,2
2308,5
2309,0
2310,1
2311,3
2312,1
2313,1
2314,2
2315,1
2316,5
2317,3
2318,2
2319,1
2320,3
2321,4
2322,2
2323,0
2324,0
2325,3
2326,3
2327,3
2328,0
2329,4
2330,2
2331,2
2332,4
2333,0
2334,5
2335,5
2336,1
2337,0
2338,5
2339,2
2340,3
2341,5
2342,3
2343,5
2344,4
2345,3
2346,4
2347,4
2348,5
2349,2
2350,4
2351,2
2352,3
2353,5
2354,5
2355,1
2356,1
2357,1
2358,4
2359,2
2360,3
2361,3
2362,4
2363,1
2364,1
2365,1
2366,5
2367,1
2368,1
2369,1
2370,3
2371,3
2372,3
2373,3
2374,3
2375,3
2376,1
2377,1
2378,4
2379,0
2380,5
2381,5
2382,1
2383,1
2384,3
2385,1
2386,1
2387,1
2388,5
2389,0
2390,2
2391,0
2392,2
2393,4
2394,3
2395,3
2396,2
2397,1
2398,1
2399,4
2400,2
2401,5
2402,4
2403,0
2404,2
2405,2
2406,4
2407,1
2408,0
2409,3
2410,0
2411,3
2412,3
2413,4
2414,4
2415,4
2416,4
2417,2
2418,4
2419,0
2420,4
2421,1
2422,3
2423,3
2424,3
2425,5
2426,4
2427,4
2428,3
2429,3
2430,5
2431,4
2432,4
2433,1
2434,0
2435,0
2436,0
2437,4
2438,4
2439,0
2440,4
2441,1
2442,2
2443,1
2444,1
2445,5
2446,2
2447,1
2448,1
2449,3
2450,2
2451,5
2452,4
2453,4
2454,0
2455,2
2456,4
2457,4
2458,0
2459,2
2460,2
2461,2
2462,2
2463,5
2464,2
2465,2
2466,4
2467,5
2468,2
2469,1
2470,1
2471,1
2472,1
2473,1
2474,1
2475,3
2476,2
2477,4
2478,1
2479,5
2480,3
2481,3
2482,3
2483,5
2484,3
2485,2
2486,3
2487,0
2488,1
2489,1
2490,2
2491,4
2492,4
2493,0
2494,5
2495,4
2496,5
2497,2
2498,3
2499,3
2500,3
2501,3
2502,1
2503,5
2504,5
2505,5
2506,4
2507,4
2508,4
2509,2
2510,1
2511,2
2512,1
2513,2
2514,4
2515,4
2516,2
2517,2
2518,3
2519,1
2520,1
2521,3
2522,3
2523,3
2524,0
2525,4
2526,2
2527,1
2528,4
2529,0
2530,3
2531,2
2532,2
2533,2
2534,4
2535,4
2536,2
2537,3
2538,2
2539,5
2540,2
2541,2
2542,1
2543,1
2544,1
2545,1
2546,1
2547,1
2548,2
2549,4
2550,4
2551,4
2552,2
2553,2
2554,2
2555,2
2556,1
2557,3
2558,3
2559,3
2560,0
2561,1
2562,1
2563,3
2564,4
2565,3
2566,2
2567,4
2568,1
2569,1
2570,5
2571,0
2572,0
2573,0
2574,0
2575,5
2576,5
2577,5
2578,0
2579,0
2580,5
2581,2
2582,2
2583,3
2584,5
2585,5
2586,3
2587,4
2588,1
2589,3
2590,1
2591,4
2592,2
2593,5
2594,4
2595,4
2596,5
2597,5
2598,2
2599,3
2600,5
2601,1
2602,4
2603,4
2604,4
2605,0
2606,1
2607,1
2608,1
2609,1
2610,2
2611,2
2612,2
2613,3
2614,1
2615,2
2616,4
2617,2
2618,2
2619,3
2620,3
2621,3
2622,3
2623,5
2624,0
2625,4
2626,2
2627,2
2628,2
2629,5
2630,0
2631,1
2632,1
2633,1
2634,5
2635,1
2636,3
2637,2
2638,3
2639,5
2640,3
2641,3
2642,4
2643,2
2644,5
2645,5
2646,5
2647,5
2648,4
2649,3
2650,3
2651,5
2652,3
2653,2
2654,3
2655,1
2656,3
2657,5
2658,5
2659,3
2660,1
2661,1
2662,3
2663,3
2664,3
2665,3
2666,5
2667,5
2668,1
2669,1
2670,2
2671,2
2672,0
2673,3
2674,1
2675,4
2676,5
2677,0
2678,3
2679,4
2680,4
2681,4
2682,5
2683,2
2684,3
2685,0
2686,2
2687,5
2688,5
2689,5
2690,1
2691,5
2692,2
2693,1
2694,0
2695,0
2696,5
2697,1
2698,1
2699,1
2700,0
2701,1
2702,1
2703,4
2704,4
2705,4
2706,1
2707,2
2708,3
2709,1
2710,4
2711,5
2712,4
2713,4
2714,4
2715,0
2716,1
2717,5
2718,2
2719,4
2720,2
2721,3
2722,3
2723,1
2724,1
2725,1
2726,1
2727,1
2728,5
2729,5
2730,3
2731,4
2732,4
2733,3
2734,3
2735,2
2736,4
2737,3
2738,0
2739,3
2740,3
2741,3
2742,3
2743,4
2744,4
2745,4
2746,3
2747,3
2748,1
2749,5
2750,1
2751,1
2752,5
2753,1
2754,3
2755,5
2756,0
2757,3
2758,4
2759,3
2760,3
2761,3
2762,2
2763,2
2764,2
2765,3
2766,3
2767,3
2768,5
2769,5
2770,5
2771,3
2772,0
2773,5
2774,4
2775,5
2776,2
2777,2
2778,2
2779,5
2780,3
2781,1
2782,4
2783,1
2784,5
2785,5
2786,5
2787,0
2788,1
2789,1
2790,1
2791,2
2792,5
2793,5
2794,3
2795,5
2796,4
2797,0
2798,5
2799,4
2800,2
2801,3
2802,0
2803,1
2804,1
2805,1
2806,2
2807,2
2808,1
2809,0
2810,1
2811,5
2812,2
2813,2
2814,3
2815,2
2816,2
2817,2
2818,4
2819,1
2820,1
2821,1
2822,1
2823,1
2824,1
2825,4
2826,4
2827,3
2828,1
2829,4
2830,2
2831,4
2832,4
2833,0
2834,0
2835,5
2836,1
2837,1
2838,2
2839,3
2840,0
2841,5
2842,1
2843,5
2844,5
2845,5
2846,2
2847,2
2848,2
2849,4
2850,1
2851,4
2852,4
2853,4
2854,2
2855,3
2856,3
2857,1
2858,3
2859,3
2860,3
2861,5
2862,3
2863,2
2864,3
2865,0
2866,5
2867,5
2868,3
2869,3
2870,5
2871,4
2872,4
2873,5
2874,2
2875,2
2876,1
2877,0
2878,5
2879,1
2880,1
2881,4
2882,5
2883,5
2884,4
2885,4
2886,1
2887,4
2888,1
2889,5
2890,2
2891,4
2892,5
2893,5
2894,5
2895,2
2896,2
2897,4
2898,2
2899,0
2900,0
2901,3
2902,4
2903,5
2904,4
2905,2
2906,1
2907,1
2908,2
2909,5
2910,2
2911,2
2912,3
2913,3
2914,3
2915,2
2916,5
2917,1
2918,5
2919,5
2920,0
2921,0
2922,1
2923,5
2924,4
2925,4
2926,3
2927,3
2928,4
2929,2
2930,1
2931,3
2932,4
2933,2
2934,2
2935,1
2936,3
2937,2
2938,0
2939,1
2940,4
2941,4
2942,5
2943,4
2944,3
2945,2
2946,4
2947,4
2948,5
2949,5
2950,5
2951,4
2952,4
2953,4
2954,4
2955,4
2956,2
2957,4
2958,1
2959,2
2960,3
2961,4
2962,5
2963,4
2964,4
2965,2
2966,0
2967,5
2968,2
2969,2
2970,2
2971,3
2972,3
2973,3
2974,5
2975,2
2976,5
2977,0
2978,5
2979,4
2980,3
2981,2
2982,2
2983,3
2984,1
2985,1
2986,5
2987,0
2988,2
2989,5
2990,3
2991,3
2992,3
2993,2
2994,2
2995,2
2996,1
2997,2
